"ordering","paper","publication_date","city","state","region","trade_type","market_label","sampling_date","market_sector","capturing_sector","species_id","genus","family","order","superorder","elasmobranchii_or_teleostei","dna_technique","dna_analysis","gene","iucn_redlist_(paper_status)","iucn_redlist_(updated_status)","redbook_status_(445/2014)","redbook_status_(148/2022)","cites_listed_species","mislabel(in53)","endemic_species","ps"
"A1848","Feitosa et al. 2018","2018","Belém/Bragança/Vigia/Carutapera/Raposa/Tutoia (??)","Pará/Maranhão/Amapá","North/Northeast/CEPNOR","shark","shark","2014-2016/2007 (??)","fish market/NA","Bycatch fishery landing/Fishing artisanal","Sphyrna tiburo","Sphyrna","Sphyrnidae","Carcharhiniformes","Selachii","Elasmobranchii","DNA sequencing","DNA barcode","COI or NADH2","LC","EN","CR","CR","no","no","no","Similarity analysis instead of phylogenetics analysis (NJ tree)/bycatch samples is from shrimp fishing"
"A1849","Feitosa et al. 2018","2018","Belém/Bragança/Vigia/Carutapera/Raposa/Tutoia (??)","Pará/Maranhão/Amapá","North/Northeast/CEPNOR","shark","shark","2014-2016/2007 (??)","fish market/NA","Bycatch fishery landing/Fishing artisanal","Sphyrna tiburo","Sphyrna","Sphyrnidae","Carcharhiniformes","Selachii","Elasmobranchii","DNA sequencing","DNA barcode","COI or NADH2","LC","EN","CR","CR","no","no","no","Similarity analysis instead of phylogenetics analysis (NJ tree)/bycatch samples is from shrimp fishing"
"A1850","Feitosa et al. 2018","2018","Belém/Bragança/Vigia/Carutapera/Raposa/Tutoia (??)","Pará/Maranhão/Amapá","North/Northeast/CEPNOR","shark","shark","2014-2016/2007 (??)","fish market/NA","Bycatch fishery landing/Fishing artisanal","Sphyrna tiburo","Sphyrna","Sphyrnidae","Carcharhiniformes","Selachii","Elasmobranchii","DNA sequencing","DNA barcode","COI or NADH2","LC","EN","CR","CR","no","no","no","Similarity analysis instead of phylogenetics analysis (NJ tree)/bycatch samples is from shrimp fishing"
"A1851","Feitosa et al. 2018","2018","Belém/Bragança/Vigia/Carutapera/Raposa/Tutoia (??)","Pará/Maranhão/Amapá","North/Northeast/CEPNOR","shark","shark","2014-2016/2007 (??)","fish market/NA","Bycatch fishery landing/Fishing artisanal","Sphyrna tiburo","Sphyrna","Sphyrnidae","Carcharhiniformes","Selachii","Elasmobranchii","DNA sequencing","DNA barcode","COI or NADH2","LC","EN","CR","CR","no","no","no","Similarity analysis instead of phylogenetics analysis (NJ tree)/bycatch samples is from shrimp fishing"
"A1852","Feitosa et al. 2018","2018","Belém/Bragança/Vigia/Carutapera/Raposa/Tutoia (??)","Pará/Maranhão/Amapá","North/Northeast/CEPNOR","shark","shark","2014-2016/2007 (??)","fish market/NA","Bycatch fishery landing/Fishing artisanal","Sphyrna tiburo","Sphyrna","Sphyrnidae","Carcharhiniformes","Selachii","Elasmobranchii","DNA sequencing","DNA barcode","COI or NADH2","LC","EN","CR","CR","no","no","no","Similarity analysis instead of phylogenetics analysis (NJ tree)/bycatch samples is from shrimp fishing"
"A1853","Feitosa et al. 2018","2018","Belém/Bragança/Vigia/Carutapera/Raposa/Tutoia (??)","Pará/Maranhão/Amapá","North/Northeast/CEPNOR","shark","shark","2014-2016/2007 (??)","fish market/NA","Bycatch fishery landing/Fishing artisanal","Sphyrna tiburo","Sphyrna","Sphyrnidae","Carcharhiniformes","Selachii","Elasmobranchii","DNA sequencing","DNA barcode","COI or NADH2","LC","EN","CR","CR","no","no","no","Similarity analysis instead of phylogenetics analysis (NJ tree)/bycatch samples is from shrimp fishing"
"A1854","Feitosa et al. 2018","2018","Belém/Bragança/Vigia/Carutapera/Raposa/Tutoia (??)","Pará/Maranhão/Amapá","North/Northeast/CEPNOR","shark","shark","2014-2016/2007 (??)","fish market/NA","Bycatch fishery landing/Fishing artisanal","Sphyrna tiburo","Sphyrna","Sphyrnidae","Carcharhiniformes","Selachii","Elasmobranchii","DNA sequencing","DNA barcode","COI or NADH2","LC","EN","CR","CR","no","no","no","Similarity analysis instead of phylogenetics analysis (NJ tree)/bycatch samples is from shrimp fishing"
"A1855","Feitosa et al. 2018","2018","Belém/Bragança/Vigia/Carutapera/Raposa/Tutoia (??)","Pará/Maranhão/Amapá","North/Northeast/CEPNOR","shark","shark","2014-2016/2007 (??)","fish market/NA","Bycatch fishery landing/Fishing artisanal","Sphyrna tiburo","Sphyrna","Sphyrnidae","Carcharhiniformes","Selachii","Elasmobranchii","DNA sequencing","DNA barcode","COI or NADH2","LC","EN","CR","CR","no","no","no","Similarity analysis instead of phylogenetics analysis (NJ tree)/bycatch samples is from shrimp fishing"
"A1856","Feitosa et al. 2018","2018","Belém/Bragança/Vigia/Carutapera/Raposa/Tutoia (??)","Pará/Maranhão/Amapá","North/Northeast/CEPNOR","shark","shark","2014-2016/2007 (??)","fish market/NA","Bycatch fishery landing/Fishing artisanal","Sphyrna tiburo","Sphyrna","Sphyrnidae","Carcharhiniformes","Selachii","Elasmobranchii","DNA sequencing","DNA barcode","COI or NADH2","LC","EN","CR","CR","no","no","no","Similarity analysis instead of phylogenetics analysis (NJ tree)/bycatch samples is from shrimp fishing"
"A1857","Feitosa et al. 2018","2018","Belém/Bragança/Vigia/Carutapera/Raposa/Tutoia (??)","Pará/Maranhão/Amapá","North/Northeast/CEPNOR","shark","shark","2014-2016/2007 (??)","fish market/NA","Bycatch fishery landing/Fishing artisanal","Sphyrna tiburo","Sphyrna","Sphyrnidae","Carcharhiniformes","Selachii","Elasmobranchii","DNA sequencing","DNA barcode","COI or NADH2","LC","EN","CR","CR","no","no","no","Similarity analysis instead of phylogenetics analysis (NJ tree)/bycatch samples is from shrimp fishing"
"A1858","Feitosa et al. 2018","2018","Belém/Bragança/Vigia/Carutapera/Raposa/Tutoia (??)","Pará/Maranhão/Amapá","North/Northeast/CEPNOR","shark","shark","2014-2016/2007 (??)","fish market/NA","Bycatch fishery landing/Fishing artisanal","Sphyrna tudes","Sphyrna","Sphyrnidae","Carcharhiniformes","Selachii","Elasmobranchii","DNA sequencing","DNA barcode","COI or NADH2","VU","CR","CR","CR","no","no","no","Similarity analysis instead of phylogenetics analysis (NJ tree)/bycatch samples is from shrimp fishing"
"A1859","Feitosa et al. 2018","2018","Belém/Bragança/Vigia/Carutapera/Raposa/Tutoia (??)","Pará/Maranhão/Amapá","North/Northeast/CEPNOR","shark","shark","2014-2016/2007 (??)","fish market/NA","Bycatch fishery landing/Fishing artisanal","Sphyrna tudes","Sphyrna","Sphyrnidae","Carcharhiniformes","Selachii","Elasmobranchii","DNA sequencing","DNA barcode","COI or NADH2","VU","CR","CR","CR","no","no","no","Similarity analysis instead of phylogenetics analysis (NJ tree)/bycatch samples is from shrimp fishing"
"A1860","Feitosa et al. 2018","2018","Belém/Bragança/Vigia/Carutapera/Raposa/Tutoia (??)","Pará/Maranhão/Amapá","North/Northeast/CEPNOR","shark","shark","2014-2016/2007 (??)","fish market/NA","Bycatch fishery landing/Fishing artisanal","Sphyrna tudes","Sphyrna","Sphyrnidae","Carcharhiniformes","Selachii","Elasmobranchii","DNA sequencing","DNA barcode","COI or NADH2","VU","CR","CR","CR","no","no","no","Similarity analysis instead of phylogenetics analysis (NJ tree)/bycatch samples is from shrimp fishing"
"A1861","Feitosa et al. 2018","2018","Belém/Bragança/Vigia/Carutapera/Raposa/Tutoia (??)","Pará/Maranhão/Amapá","North/Northeast/CEPNOR","shark","shark","2014-2016/2007 (??)","fish market/NA","Bycatch fishery landing/Fishing artisanal","Sphyrna tudes","Sphyrna","Sphyrnidae","Carcharhiniformes","Selachii","Elasmobranchii","DNA sequencing","DNA barcode","COI or NADH2","VU","CR","CR","CR","no","no","no","Similarity analysis instead of phylogenetics analysis (NJ tree)/bycatch samples is from shrimp fishing"
"A1862","Feitosa et al. 2018","2018","Belém/Bragança/Vigia/Carutapera/Raposa/Tutoia (??)","Pará/Maranhão/Amapá","North/Northeast/CEPNOR","shark","shark","2014-2016/2007 (??)","fish market/NA","Bycatch fishery landing/Fishing artisanal","Sphyrna tudes","Sphyrna","Sphyrnidae","Carcharhiniformes","Selachii","Elasmobranchii","DNA sequencing","DNA barcode","COI or NADH2","VU","CR","CR","CR","no","no","no","Similarity analysis instead of phylogenetics analysis (NJ tree)/bycatch samples is from shrimp fishing"
"A1863","Feitosa et al. 2018","2018","Belém/Bragança/Vigia/Carutapera/Raposa/Tutoia (??)","Pará/Maranhão/Amapá","North/Northeast/CEPNOR","shark","shark","2014-2016/2007 (??)","fish market/NA","Bycatch fishery landing/Fishing artisanal","Sphyrna tudes","Sphyrna","Sphyrnidae","Carcharhiniformes","Selachii","Elasmobranchii","DNA sequencing","DNA barcode","COI or NADH2","VU","CR","CR","CR","no","no","no","Similarity analysis instead of phylogenetics analysis (NJ tree)/bycatch samples is from shrimp fishing"
"A1864","Feitosa et al. 2018","2018","Belém/Bragança/Vigia/Carutapera/Raposa/Tutoia (??)","Pará/Maranhão/Amapá","North/Northeast/CEPNOR","shark","shark","2014-2016/2007 (??)","fish market/NA","Bycatch fishery landing/Fishing artisanal","Sphyrna tudes","Sphyrna","Sphyrnidae","Carcharhiniformes","Selachii","Elasmobranchii","DNA sequencing","DNA barcode","COI or NADH2","VU","CR","CR","CR","no","no","no","Similarity analysis instead of phylogenetics analysis (NJ tree)/bycatch samples is from shrimp fishing"
"A1865","Feitosa et al. 2018","2018","Belém/Bragança/Vigia/Carutapera/Raposa/Tutoia (??)","Pará/Maranhão/Amapá","North/Northeast/CEPNOR","shark","shark","2014-2016/2007 (??)","fish market/NA","Bycatch fishery landing/Fishing artisanal","Sphyrna tudes","Sphyrna","Sphyrnidae","Carcharhiniformes","Selachii","Elasmobranchii","DNA sequencing","DNA barcode","COI or NADH2","VU","CR","CR","CR","no","no","no","Similarity analysis instead of phylogenetics analysis (NJ tree)/bycatch samples is from shrimp fishing"
"A1866","Feitosa et al. 2018","2018","Belém/Bragança/Vigia/Carutapera/Raposa/Tutoia (??)","Pará/Maranhão/Amapá","North/Northeast/CEPNOR","shark","shark","2014-2016/2007 (??)","fish market/NA","Bycatch fishery landing/Fishing artisanal","Sphyrna tudes","Sphyrna","Sphyrnidae","Carcharhiniformes","Selachii","Elasmobranchii","DNA sequencing","DNA barcode","COI or NADH2","VU","CR","CR","CR","no","no","no","Similarity analysis instead of phylogenetics analysis (NJ tree)/bycatch samples is from shrimp fishing"
"A1867","Feitosa et al. 2018","2018","Belém/Bragança/Vigia/Carutapera/Raposa/Tutoia (??)","Pará/Maranhão/Amapá","North/Northeast/CEPNOR","shark","shark","2014-2016/2007 (??)","fish market/NA","Bycatch fishery landing/Fishing artisanal","Sphyrna tudes","Sphyrna","Sphyrnidae","Carcharhiniformes","Selachii","Elasmobranchii","DNA sequencing","DNA barcode","COI or NADH2","VU","CR","CR","CR","no","no","no","Similarity analysis instead of phylogenetics analysis (NJ tree)/bycatch samples is from shrimp fishing"
"A1868","Feitosa et al. 2018","2018","Belém/Bragança/Vigia/Carutapera/Raposa/Tutoia (??)","Pará/Maranhão/Amapá","North/Northeast/CEPNOR","shark","shark","2014-2016/2007 (??)","fish market/NA","Bycatch fishery landing/Fishing artisanal","Squalus brevirostris/megalops","Squalus","Squalidae","Squaliformes","Selachii","Elasmobranchii","DNA sequencing","DNA barcode","COI or NADH2","DD","EN","DD","NA","no","no","no","Similarity analysis instead of phylogenetics analysis (NJ tree)/bycatch samples is from shrimp fishing"
"A1869","Ferrette et al. 2019a","2019","Cananéia/Peruíbe/Itanhaém/Praia Grande/Santos/São Sebastião/Caraguatuba/Ubatuba","São Paulo","Southeast","bycatch","ray","2012-2018","NA","Bycatch fishery landing","Aetobatus narinari","Aetobatus","Myliobatidae","Myliobatiformes","Batoidea","Elasmobranchii","DNA sequencing","phylogenetics","COI","NT","EN","NE","NE","no","no","no","NA"
"A1870","Ferrette et al. 2019a","2019","Cananéia/Peruíbe/Itanhaém/Praia Grande/Santos/São Sebastião/Caraguatuba/Ubatuba","São Paulo","Southeast","bycatch","ray","2012-2018","NA","Bycatch fishery landing","Aetobatus narinari","Aetobatus","Myliobatidae","Myliobatiformes","Batoidea","Elasmobranchii","DNA sequencing","phylogenetics","COI","NT","EN","NE","NE","no","no","no","NA"
"A1871","Ferrette et al. 2019a","2019","Cananéia/Peruíbe/Itanhaém/Praia Grande/Santos/São Sebastião/Caraguatuba/Ubatuba","São Paulo","Southeast","bycatch","ray","2012-2018","NA","Bycatch fishery landing","Aetobatus narinari","Aetobatus","Myliobatidae","Myliobatiformes","Batoidea","Elasmobranchii","DNA sequencing","phylogenetics","COI","NT","EN","NE","NE","no","no","no","NA"
"A1872","Ferrette et al. 2019a","2019","Cananéia/Peruíbe/Itanhaém/Praia Grande/Santos/São Sebastião/Caraguatuba/Ubatuba","São Paulo","Southeast","bycatch","ray","2012-2018","NA","Bycatch fishery landing","Aetobatus narinari","Aetobatus","Myliobatidae","Myliobatiformes","Batoidea","Elasmobranchii","DNA sequencing","phylogenetics","COI","NT","EN","NE","NE","no","no","no","NA"
"A1873","Ferrette et al. 2019a","2019","Cananéia/Peruíbe/Itanhaém/Praia Grande/Santos/São Sebastião/Caraguatuba/Ubatuba","São Paulo","Southeast","bycatch","ray","2012-2018","NA","Bycatch fishery landing","Aetobatus narinari","Aetobatus","Myliobatidae","Myliobatiformes","Batoidea","Elasmobranchii","DNA sequencing","phylogenetics","COI","NT","EN","NE","NE","no","no","no","NA"
"A1874","Ferrette et al. 2019a","2019","Cananéia/Peruíbe/Itanhaém/Praia Grande/Santos/São Sebastião/Caraguatuba/Ubatuba","São Paulo","Southeast","bycatch","ray","2012-2018","NA","Bycatch fishery landing","Atlantoraja castelnaui","Atlantoraja","Arhynchobatidae","Rajiformes","Batoidea","Elasmobranchii","DNA sequencing","phylogenetics","COI","EN","CR","EN","EN","no","no","Warm Temperate Southwestern Atlantic (Spalding 2007)","NA"
"A1875","Ferrette et al. 2019a","2019","Cananéia/Peruíbe/Itanhaém/Praia Grande/Santos/São Sebastião/Caraguatuba/Ubatuba","São Paulo","Southeast","bycatch","ray","2012-2018","NA","Bycatch fishery landing","Atlantoraja castelnaui","Atlantoraja","Arhynchobatidae","Rajiformes","Batoidea","Elasmobranchii","DNA sequencing","phylogenetics","COI","EN","CR","EN","EN","no","no","Warm Temperate Southwestern Atlantic (Spalding 2007)","NA"
"A1876","Ferrette et al. 2019a","2019","Cananéia/Peruíbe/Itanhaém/Praia Grande/Santos/São Sebastião/Caraguatuba/Ubatuba","São Paulo","Southeast","bycatch","ray","2012-2018","NA","Bycatch fishery landing","Atlantoraja castelnaui","Atlantoraja","Arhynchobatidae","Rajiformes","Batoidea","Elasmobranchii","DNA sequencing","phylogenetics","COI","EN","CR","EN","EN","no","no","Warm Temperate Southwestern Atlantic (Spalding 2007)","NA"
"A1877","Ferrette et al. 2019a","2019","Cananéia/Peruíbe/Itanhaém/Praia Grande/Santos/São Sebastião/Caraguatuba/Ubatuba","São Paulo","Southeast","bycatch","ray","2012-2018","NA","Bycatch fishery landing","Atlantoraja castelnaui","Atlantoraja","Arhynchobatidae","Rajiformes","Batoidea","Elasmobranchii","DNA sequencing","phylogenetics","COI","EN","CR","EN","EN","no","no","Warm Temperate Southwestern Atlantic (Spalding 2007)","NA"
"A1878","Ferrette et al. 2019a","2019","Cananéia/Peruíbe/Itanhaém/Praia Grande/Santos/São Sebastião/Caraguatuba/Ubatuba","São Paulo","Southeast","bycatch","ray","2012-2018","NA","Bycatch fishery landing","Bathytoshia centroura","Bathytoshia","Dasyatidae","Myliobatiformes","Batoidea","Elasmobranchii","DNA sequencing","phylogenetics","COI","LC","VU","CR","CR","no","no","no","NA"
"A1879","Ferrette et al. 2019a","2019","Cananéia/Peruíbe/Itanhaém/Praia Grande/Santos/São Sebastião/Caraguatuba/Ubatuba","São Paulo","Southeast","bycatch","ray","2012-2018","NA","Bycatch fishery landing","Bathytoshia centroura","Bathytoshia","Dasyatidae","Myliobatiformes","Batoidea","Elasmobranchii","DNA sequencing","phylogenetics","COI","LC","VU","CR","CR","no","no","no","NA"
"A1880","Ferrette et al. 2019a","2019","Cananéia/Peruíbe/Itanhaém/Praia Grande/Santos/São Sebastião/Caraguatuba/Ubatuba","São Paulo","Southeast","bycatch","ray","2012-2018","NA","Bycatch fishery landing","Bathytoshia centroura","Bathytoshia","Dasyatidae","Myliobatiformes","Batoidea","Elasmobranchii","DNA sequencing","phylogenetics","COI","LC","VU","CR","CR","no","no","no","NA"
"A1881","Ferrette et al. 2019a","2019","Cananéia/Peruíbe/Itanhaém/Praia Grande/Santos/São Sebastião/Caraguatuba/Ubatuba","São Paulo","Southeast","bycatch","ray","2012-2018","NA","Bycatch fishery landing","Bathytoshia centroura","Bathytoshia","Dasyatidae","Myliobatiformes","Batoidea","Elasmobranchii","DNA sequencing","phylogenetics","COI","LC","VU","CR","CR","no","no","no","NA"
"A1882","Ferrette et al. 2019a","2019","Cananéia/Peruíbe/Itanhaém/Praia Grande/Santos/São Sebastião/Caraguatuba/Ubatuba","São Paulo","Southeast","bycatch","ray","2012-2018","NA","Bycatch fishery landing","Dasyatis sp.","Dasyatis","Dasyatidae","Myliobatiformes","Batoidea","Elasmobranchii","DNA sequencing","phylogenetics","COI","NA","NA","NA","NA","no","no","no","mesmo por Bayesian phylogenetic inference tree o COI não conseguiu identificar... (por erro da base de dado)"
"A1883","Ferrette et al. 2019a","2019","Cananéia/Peruíbe/Itanhaém/Praia Grande/Santos/São Sebastião/Caraguatuba/Ubatuba","São Paulo","Southeast","bycatch","ray","2012-2018","NA","Bycatch fishery landing","Dasyatis sp.","Dasyatis","Dasyatidae","Myliobatiformes","Batoidea","Elasmobranchii","DNA sequencing","phylogenetics","COI","NA","NA","NA","NA","no","no","no","mesmo por Bayesian phylogenetic inference tree o COI não conseguiu identificar... (por erro da base de dado)"
"A1884","Ferrette et al. 2019a","2019","Cananéia/Peruíbe/Itanhaém/Praia Grande/Santos/São Sebastião/Caraguatuba/Ubatuba","São Paulo","Southeast","bycatch","ray","2012-2018","NA","Bycatch fishery landing","Dasyatis sp.","Dasyatis","Dasyatidae","Myliobatiformes","Batoidea","Elasmobranchii","DNA sequencing","phylogenetics","COI","NA","NA","NA","NA","no","no","no","mesmo por Bayesian phylogenetic inference tree o COI não conseguiu identificar... (por erro da base de dado)"
"A1885","Ferrette et al. 2019a","2019","Cananéia/Peruíbe/Itanhaém/Praia Grande/Santos/São Sebastião/Caraguatuba/Ubatuba","São Paulo","Southeast","bycatch","ray","2012-2018","NA","Bycatch fishery landing","Dasyatis sp.","Dasyatis","Dasyatidae","Myliobatiformes","Batoidea","Elasmobranchii","DNA sequencing","phylogenetics","COI","NA","NA","NA","NA","no","no","no","mesmo por Bayesian phylogenetic inference tree o COI não conseguiu identificar... (por erro da base de dado)"
"A1886","Ferrette et al. 2019a","2019","Cananéia/Peruíbe/Itanhaém/Praia Grande/Santos/São Sebastião/Caraguatuba/Ubatuba","São Paulo","Southeast","bycatch","ray","2012-2018","NA","Bycatch fishery landing","Dasyatis sp.","Dasyatis","Dasyatidae","Myliobatiformes","Batoidea","Elasmobranchii","DNA sequencing","phylogenetics","COI","NA","NA","NA","NA","no","no","no","mesmo por Bayesian phylogenetic inference tree o COI não conseguiu identificar... (por erro da base de dado)"
"A1887","Ferrette et al. 2019a","2019","Cananéia/Peruíbe/Itanhaém/Praia Grande/Santos/São Sebastião/Caraguatuba/Ubatuba","São Paulo","Southeast","bycatch","ray","2012-2018","NA","Bycatch fishery landing","Dasyatis sp.","Dasyatis","Dasyatidae","Myliobatiformes","Batoidea","Elasmobranchii","DNA sequencing","phylogenetics","COI","NA","NA","NA","NA","no","no","no","mesmo por Bayesian phylogenetic inference tree o COI não conseguiu identificar... (por erro da base de dado)"
"A1888","Ferrette et al. 2019a","2019","Cananéia/Peruíbe/Itanhaém/Praia Grande/Santos/São Sebastião/Caraguatuba/Ubatuba","São Paulo","Southeast","bycatch","ray","2012-2018","NA","Bycatch fishery landing","Dasyatis sp.","Dasyatis","Dasyatidae","Myliobatiformes","Batoidea","Elasmobranchii","DNA sequencing","phylogenetics","COI","NA","NA","NA","NA","no","no","no","mesmo por Bayesian phylogenetic inference tree o COI não conseguiu identificar... (por erro da base de dado)"
"A1889","Ferrette et al. 2019a","2019","Cananéia/Peruíbe/Itanhaém/Praia Grande/Santos/São Sebastião/Caraguatuba/Ubatuba","São Paulo","Southeast","bycatch","ray","2012-2018","NA","Bycatch fishery landing","Dasyatis sp.","Dasyatis","Dasyatidae","Myliobatiformes","Batoidea","Elasmobranchii","DNA sequencing","phylogenetics","COI","NA","NA","NA","NA","no","no","no","mesmo por Bayesian phylogenetic inference tree o COI não conseguiu identificar... (por erro da base de dado)"
"A1890","Ferrette et al. 2019a","2019","Cananéia/Peruíbe/Itanhaém/Praia Grande/Santos/São Sebastião/Caraguatuba/Ubatuba","São Paulo","Southeast","bycatch","ray","2012-2018","NA","Bycatch fishery landing","Dasyatis sp.","Dasyatis","Dasyatidae","Myliobatiformes","Batoidea","Elasmobranchii","DNA sequencing","phylogenetics","COI","NA","NA","NA","NA","no","no","no","mesmo por Bayesian phylogenetic inference tree o COI não conseguiu identificar... (por erro da base de dado)"
"A1891","Ferrette et al. 2019a","2019","Cananéia/Peruíbe/Itanhaém/Praia Grande/Santos/São Sebastião/Caraguatuba/Ubatuba","São Paulo","Southeast","bycatch","ray","2012-2018","NA","Bycatch fishery landing","Dasyatis sp.","Dasyatis","Dasyatidae","Myliobatiformes","Batoidea","Elasmobranchii","DNA sequencing","phylogenetics","COI","NA","NA","NA","NA","no","no","no","mesmo por Bayesian phylogenetic inference tree o COI não conseguiu identificar... (por erro da base de dado)"
"A1892","Ferrette et al. 2019a","2019","Cananéia/Peruíbe/Itanhaém/Praia Grande/Santos/São Sebastião/Caraguatuba/Ubatuba","São Paulo","Southeast","bycatch","ray","2012-2018","NA","Bycatch fishery landing","Dasyatis sp.","Dasyatis","Dasyatidae","Myliobatiformes","Batoidea","Elasmobranchii","DNA sequencing","phylogenetics","COI","NA","NA","NA","NA","no","no","no","mesmo por Bayesian phylogenetic inference tree o COI não conseguiu identificar... (por erro da base de dado)"
"A1893","Ferrette et al. 2019a","2019","Cananéia/Peruíbe/Itanhaém/Praia Grande/Santos/São Sebastião/Caraguatuba/Ubatuba","São Paulo","Southeast","bycatch","ray","2012-2018","NA","Bycatch fishery landing","Dasyatis sp.","Dasyatis","Dasyatidae","Myliobatiformes","Batoidea","Elasmobranchii","DNA sequencing","phylogenetics","COI","NA","NA","NA","NA","no","no","no","mesmo por Bayesian phylogenetic inference tree o COI não conseguiu identificar... (por erro da base de dado)"
"A1894","Ferrette et al. 2019a","2019","Cananéia/Peruíbe/Itanhaém/Praia Grande/Santos/São Sebastião/Caraguatuba/Ubatuba","São Paulo","Southeast","bycatch","ray","2012-2018","NA","Bycatch fishery landing","Dasyatis sp.","Dasyatis","Dasyatidae","Myliobatiformes","Batoidea","Elasmobranchii","DNA sequencing","phylogenetics","COI","NA","NA","NA","NA","no","no","no","mesmo por Bayesian phylogenetic inference tree o COI não conseguiu identificar... (por erro da base de dado)"
"A1895","Ferrette et al. 2019a","2019","Cananéia/Peruíbe/Itanhaém/Praia Grande/Santos/São Sebastião/Caraguatuba/Ubatuba","São Paulo","Southeast","bycatch","ray","2012-2018","NA","Bycatch fishery landing","Dasyatis sp.","Dasyatis","Dasyatidae","Myliobatiformes","Batoidea","Elasmobranchii","DNA sequencing","phylogenetics","COI","NA","NA","NA","NA","no","no","no","mesmo por Bayesian phylogenetic inference tree o COI não conseguiu identificar... (por erro da base de dado)"
"A1896","Ferrette et al. 2019a","2019","Cananéia/Peruíbe/Itanhaém/Praia Grande/Santos/São Sebastião/Caraguatuba/Ubatuba","São Paulo","Southeast","bycatch","ray","2012-2018","NA","Bycatch fishery landing","Dasyatis sp.","Dasyatis","Dasyatidae","Myliobatiformes","Batoidea","Elasmobranchii","DNA sequencing","phylogenetics","COI","NA","NA","NA","NA","no","no","no","mesmo por Bayesian phylogenetic inference tree o COI não conseguiu identificar... (por erro da base de dado)"
"A1897","Ferrette et al. 2019a","2019","Cananéia/Peruíbe/Itanhaém/Praia Grande/Santos/São Sebastião/Caraguatuba/Ubatuba","São Paulo","Southeast","bycatch","ray","2012-2018","NA","Bycatch fishery landing","Dasyatis sp.","Dasyatis","Dasyatidae","Myliobatiformes","Batoidea","Elasmobranchii","DNA sequencing","phylogenetics","COI","NA","NA","NA","NA","no","no","no","mesmo por Bayesian phylogenetic inference tree o COI não conseguiu identificar... (por erro da base de dado)"
"A1898","Ferrette et al. 2019a","2019","Cananéia/Peruíbe/Itanhaém/Praia Grande/Santos/São Sebastião/Caraguatuba/Ubatuba","São Paulo","Southeast","bycatch","ray","2012-2018","NA","Bycatch fishery landing","Dasyatis sp.","Dasyatis","Dasyatidae","Myliobatiformes","Batoidea","Elasmobranchii","DNA sequencing","phylogenetics","COI","NA","NA","NA","NA","no","no","no","mesmo por Bayesian phylogenetic inference tree o COI não conseguiu identificar... (por erro da base de dado)"
"A1899","Ferrette et al. 2019a","2019","Cananéia/Peruíbe/Itanhaém/Praia Grande/Santos/São Sebastião/Caraguatuba/Ubatuba","São Paulo","Southeast","bycatch","ray","2012-2018","NA","Bycatch fishery landing","Dasyatis sp.","Dasyatis","Dasyatidae","Myliobatiformes","Batoidea","Elasmobranchii","DNA sequencing","phylogenetics","COI","NA","NA","NA","NA","no","no","no","mesmo por Bayesian phylogenetic inference tree o COI não conseguiu identificar... (por erro da base de dado)"
"A1900","Ferrette et al. 2019a","2019","Cananéia/Peruíbe/Itanhaém/Praia Grande/Santos/São Sebastião/Caraguatuba/Ubatuba","São Paulo","Southeast","bycatch","ray","2012-2018","NA","Bycatch fishery landing","Dasyatis sp.","Dasyatis","Dasyatidae","Myliobatiformes","Batoidea","Elasmobranchii","DNA sequencing","phylogenetics","COI","NA","NA","NA","NA","no","no","no","mesmo por Bayesian phylogenetic inference tree o COI não conseguiu identificar... (por erro da base de dado)"
"A1901","Ferrette et al. 2019a","2019","Cananéia/Peruíbe/Itanhaém/Praia Grande/Santos/São Sebastião/Caraguatuba/Ubatuba","São Paulo","Southeast","bycatch","ray","2012-2018","NA","Bycatch fishery landing","Dasyatis sp.","Dasyatis","Dasyatidae","Myliobatiformes","Batoidea","Elasmobranchii","DNA sequencing","phylogenetics","COI","NA","NA","NA","NA","no","no","no","mesmo por Bayesian phylogenetic inference tree o COI não conseguiu identificar... (por erro da base de dado)"
"A1902","Ferrette et al. 2019a","2019","Cananéia/Peruíbe/Itanhaém/Praia Grande/Santos/São Sebastião/Caraguatuba/Ubatuba","São Paulo","Southeast","bycatch","ray","2012-2018","NA","Bycatch fishery landing","Dasyatis sp.","Dasyatis","Dasyatidae","Myliobatiformes","Batoidea","Elasmobranchii","DNA sequencing","phylogenetics","COI","NA","NA","NA","NA","no","no","no","mesmo por Bayesian phylogenetic inference tree o COI não conseguiu identificar... (por erro da base de dado)"
"A1903","Ferrette et al. 2019a","2019","Cananéia/Peruíbe/Itanhaém/Praia Grande/Santos/São Sebastião/Caraguatuba/Ubatuba","São Paulo","Southeast","bycatch","ray","2012-2018","NA","Bycatch fishery landing","Dasyatis sp.","Dasyatis","Dasyatidae","Myliobatiformes","Batoidea","Elasmobranchii","DNA sequencing","phylogenetics","COI","NA","NA","NA","NA","no","no","no","mesmo por Bayesian phylogenetic inference tree o COI não conseguiu identificar... (por erro da base de dado)"
